ChiSqrHorizontalRelativeVolume;RsRelativeVolume;KzhaHorizontalThreshold;KzhaHorizontalBitsVolume;Noise;Sharpness;Blur;Contrast;EntropyShennon;EntropyRenyi11;PixelsNum;IsDataHided
0;0,046789673;0;0;15,996710985416197;161;0,43744778399857775;0,45089097249107246;7,694540270543267;7,676732440831892;4115000;True
0,001041667;0,710481033;0;0;5,259280758;190;0,4847819616415094;0,5162331629747452;7,206064028;7,155595183673362;5529600;True
0;0,3276658613091179;0;0;13,542732946129103;249;0,3395457375893119;0,6079242817852547;7,575931398284405;7,542387542753937;6000000;False
0,0015;0,5236595399931635;0;0;4,041183887208946;173;0,24225054146202216;0,5059446455181653;7,717654381438158;7,704455887115978;12000000;True
0,001004016;0,008366615;0;0;10,81183591896593;203;0,4205615678215568;0,4888541369418611;7,457180634025182;7,415986875356579;15872256;False
0,001004016;0,008366615;0;0;10,81183591896593;203;0,4205615678215568;0,4888541369418611;7,457180634025182;7,415986875356579;15872256;False
0;0,1266557386982221;0;0;4,140753051008805;116;0,6521499847838044;0,5834525600685314;7,7113882659699255;7,694022727071678;23789568;True
0,011799410029498525;0,036249565;0;0;20,447506451263457;241;0,25815882837876936;0,4725726506446992;7,774888250166032;7,765311974430154;2766240;False
0,002923977;0,15867016627223354;0;0;44,65661696296233;162;0,1860869914293031;0,45677421310849975;7,427739945394012;7,375001211560201;2790720;False
0,000651042;0,003680164;0;0;4,141759311830096;161;1,4251481108670698;0,3745657517109077;7,458514313353055;7,424407670875795;3145728;False
0,029595015576323987;0,029937636;0;0;12,301259388381629;201;0,20420374253542997;0,34999966194640497;7,685646050579357;7,663986288770874;2619360;False
0;0,71714152;63,985638579182236;176;25,135883471309146;189;0,23864583088133742;0,42792443542858427;7,626811876246878;7,611650940779075;2766240;True
0,15947712418300652;0,6712332824952062;0;0;18,622823911007703;228;0,32613137646257817;0,3815741774008474;7,362286543387977;7,3358495868194495;2937600;True
0,004166667;0,5817436068902765;0;0;13,854683147878905;209;0,29076239743828775;0,5747750684880634;7,681190204292147;7,660186455367063;3248640;True
0,14434523809523808;0,6360801283617663;0;0;35,828330692843835;200;0,2063767569617137;0,4165373100166444;7,741046021093242;7,722992301556039;2741760;True
